çå®æµåº¦,é¢æµæµåº¦,Unnamed: 2,AlertScore,AlertLevel,Level
288.6,283.14426,26.680712,323.165328,2,1
451.1,447.26547,29.905807,492.1241805,2,2
357.6,347.8701,29.017105,391.3957575,2,2
417.2,439.58743,28.575006,482.449939,2,2
238.6,299.21744,28.176813,341.4826595,2,1
739.1,841.2089,30.680267,887.2293005,4,3
53.9,144.3827,22.903965,178.7386475,1,1
321.3,339.97818,28.297415,382.4243025,2,2
955.3,948.5481,31.612679,995.9671185,4,4
824.2,874.5286,31.764713,922.1756695,4,4
637.4,591.3204,30.411886,636.938229,3,3
847.1,892.9788,32.535202,941.781603,4,4
448,428.9241,29.822935,473.6585025,2,2
259.1,265.52005,26.330927,305.0164405,1,1
151.4,159.49753,23.230417,194.3431555,1,1
739.8,751.1717,32.863247,800.4665705,3,3
543.1,661.12634,31.836357,708.8808755,3,2
640.4,471.54874,29.933071,516.4483465,2,3
718.5,703.387,29.91388,748.25782,3,3
839.9,752.7501,30.95283,799.179345,3,4
523,519.8681,31.377445,566.9342675,2,2
238.6,339.7012,28.193214,381.991021,2,1
968.4,892.8081,33.431942,942.956013,4,4
571.2,631.9649,31.448402,679.137503,3,2
366.8,368.13608,29.055395,411.7191725,2,2
241.1,234.449,25.565426,272.797139,1,1
743.7,739.5136,32.14991,787.738465,3,3
659.5,603.92975,31.287964,650.861696,3,3
265.6,250.52704,27.358276,291.564454,1,1
462.5,378.46957,29.563992,422.815558,2,2
968.4,927.5847,33.57954,977.95401,4,4
754.1,735.1731,30.76761,781.324515,3,3
538.4,519.3122,31.379223,566.3810345,2,2
53.9,49.37744,24.35204,85.9055,1,1
528,629.3863,32.013184,677.406076,3,2
528.7,636.551,32.50334,685.30601,3,2
869,884.6779,32.89794,934.02481,4,4
824.2,857.30914,33.588116,907.691314,4,4
52.4,42.643463,22.090153,75.7786925,1,1
152.3,148.32501,23.906311,184.1844765,1,1
166.9,152.49199,22.177853,185.7587695,1,1
137.6,108.16541,26.202124,147.468596,1,1
848.9,776.09247,31.680487,823.6132005,4,4
756.9,751.4848,31.10252,798.13858,3,3
762.7,718.10077,31.007135,764.6114725,3,3
442.2,445.9612,29.531471,490.2584065,2,2
264.4,272.2438,26.720968,312.325252,1,1
889,841.5229,31.346704,888.542956,4,4
878.1,879.7745,32.88235,929.098025,4,4
789,801.6944,33.00965,851.208875,4,3
825.3,755.1486,32.300896,803.599944,3,4
824.2,876.20734,32.94485,925.624615,4,4
523,559.6179,30.127485,604.8091275,3,2
54.4,42.99324,25.536955,81.2986725,1,1
651.5,632.54724,30.871647,678.8547105,3,3
451.1,432.53546,28.530308,475.330922,2,2
978.8,962.6654,32.540688,1011.476432,4,4
46.4,45.9541,23.595034,81.346651,1,1
635.1,752.86804,31.765694,800.516581,3,3
358.9,314.40283,27.243925,355.2687175,2,2
973.9,953.6834,32.898067,1003.030501,4,4
452.2,429.72498,28.96437,473.171535,2,2
265.6,311.34668,25.626276,349.786094,2,1
673.9,680.0832,32.23862,728.44113,3,3
148.5,147.46118,21.337416,179.467304,1,1
59,55.552734,21.254276,87.434148,1,1
417.8,389.6137,27.080727,430.2347905,2,2
236.5,232.84967,24.64555,269.817995,1,1
779,770.7631,31.844679,818.5301185,4,3
646.2,592.3557,30.088387,637.4882805,3,3
265.6,254.62141,26.892265,294.9598075,1,1
747,719.5923,31.075523,766.2055845,3,3
146.9,143.97702,22.75974,178.11663,1,1
61.8,48.883007,25.46034,87.073517,1,1
555.7,519.03644,30.220404,564.367046,2,2
566.1,858.56354,30.53272,904.36262,4,2
546.9,636.44037,31.681221,683.9622015,3,2
637.4,587.21747,31.47951,634.436735,3,3
761.3,664.1961,30.496925,709.9414875,3,3
448,412.08615,30.104467,457.2428505,2,2
579.6,543.1733,29.429081,587.3169215,3,2
857.9,763.93555,31.499865,811.1853475,3,4
754.1,585.2206,30.816261,631.4449915,3,3
660.1,743.7238,32.38714,792.30451,3,3
862.1,756.3139,31.822247,804.0472705,3,4
968.4,949.58136,31.960434,997.522011,4,4
264.4,330.96732,28.124493,373.1540595,2,1
523,490.16495,30.311459,535.6321385,2,2
566.1,626.8034,30.966446,673.253069,3,2
350.7,413.69437,28.740612,456.805288,2,2
175.2,142.7056,28.429571,185.3499565,1,1
46.8,49.66194,25.100204,87.312246,1,1
756.9,710.7228,31.847687,758.4943305,3,3
467.2,561.0461,31.806402,608.755703,3,2
445.9,449.29575,29.534718,493.597827,2,2
633.7,697.6679,32.04867,745.740905,3,3
256.1,232.48528,22.920483,266.8660045,1,1
635.1,710.7409,30.71111,756.807565,3,3
761.3,699.2675,31.81288,746.98682,3,3
872.5,722.31,31.173409,769.0701135,3,4
462.5,453.80905,28.52158,496.59142,2,2
718.5,701.5652,31.628193,749.0074895,3,3
955.3,941.2546,31.279984,988.174576,4,4
949.2,918.2994,31.776539,965.9642085,4,4
754.1,875.4307,31.963243,923.3755645,4,3
862.1,916.1115,32.164146,964.357719,4,4
355.9,394.69965,29.046864,438.269946,2,2
973.9,848.2625,32.166782,896.512673,4,4
927.5,824.00494,31.83516,871.75768,4,4
824.2,788.1251,32.41365,836.745575,4,4
452.2,419.2541,29.334335,463.2556025,2,2
52.8,54.3312,21.498161,86.5784415,1,1
753.2,670.5562,32.353813,719.0869195,3,3
448,439.99594,28.086094,482.125081,2,2
235.6,239.2465,26.303255,278.7013825,1,1
149.7,153.6203,23.367802,188.672003,1,1
376.2,316.0967,28.12655,358.286525,2,2
288.6,253.97462,26.063873,293.0704295,1,1
660.1,709.95966,33.054768,759.541812,3,3
362.7,357.8187,29.794895,402.5110425,2,2
443.4,424.14297,29.060318,467.733447,2,2
166.9,156.9147,23.332066,191.912799,1,1
756.9,740.54865,29.545568,784.867002,3,3
145.9,144.34222,22.807579,178.5535885,1,1
646.2,624.51495,31.011402,671.032053,3,3
830.9,853.10626,32.696884,902.151586,4,4
762.7,791.34344,33.178967,841.1118905,4,3
543.1,594.2649,30.331264,639.761796,3,2
244.7,278.4009,27.397655,319.4973825,2,1
145.3,145.53355,22.793797,179.7242455,1,1
743.7,674.2142,29.475948,718.428122,3,3
457,603.8078,31.145334,650.525801,3,2
674.5,747.28406,30.161137,792.5257655,3,3
456.2,353.32007,28.273808,395.730782,2,2
973.9,965.664,32.5569,1014.49935,4,4
743.7,715.2596,31.862873,763.0539095,3,3
241.1,232.00076,27.286818,272.930987,1,1
181.2,167.07765,24.973936,204.538554,1,1
462.5,467.67038,27.031288,508.217312,2,2
640.4,586.44885,32.36956,635.00319,3,3
439.5,357.41144,28.15559,399.644825,2,2
145.3,140.64008,22.244736,174.007184,1,1
152.3,156.64929,23.350069,191.6743935,1,1
535.1,623.7032,31.320957,670.6846355,3,2
457,657.2567,30.070435,702.3623525,3,2
976.8,898.4644,33.939323,949.3733845,4,4
828.7,799.34735,31.442493,846.5110895,4,4
659.5,747.045,31.596954,794.440431,3,3
569.8,673.6423,32.680428,722.662942,3,2
23.8,70.558266,23.28872,105.491346,1,1
968.4,969.3392,32.276443,1017.753865,4,4
673.9,713.8851,32.472298,762.593547,3,3
